num_updates,time_taken,is_valid
2112,0.01337122917175293,True
1992,0.013192176818847656,True
2154,0.019956111907958984,True
2160,0.026220083236694336,True
2010,0.012966156005859375,True
2106,0.012660980224609375,True
2070,0.012392044067382812,True
2244,0.016170024871826172,True
2118,0.02593994140625,True
2166,0.01313471794128418,True
2064,0.012321949005126953,True
2046,0.01723003387451172,True
2106,0.012837886810302734,True
2076,0.015510082244873047,True
2064,0.013789892196655273,True
2136,0.011918783187866211,True
2070,0.01625514030456543,True
2052,0.012244939804077148,True
2094,0.012189149856567383,True
2028,0.012912988662719727,True
2106,0.012288093566894531,True
2166,0.01715826988220215,True
2100,0.011919736862182617,True
2028,0.01186990737915039,True
2046,0.01201009750366211,True
2118,0.011881113052368164,True
2196,0.01256704330444336,True
2112,0.012998819351196289,True
2022,0.011935949325561523,True
2094,0.01183009147644043,True
2184,0.012642145156860352,True
2106,0.02245020866394043,True
2106,0.02140522003173828,True
2112,0.014503717422485352,True
2166,0.023702144622802734,True
2166,0.015543699264526367,True
2226,0.022309064865112305,True
2184,0.014708757400512695,True
2130,0.012232780456542969,True
2100,0.02308177947998047,True
2118,0.02061915397644043,True
2148,0.012755870819091797,True
2106,0.013459205627441406,True
2082,0.013191938400268555,True
2082,0.012218713760375977,True
2124,0.015887022018432617,True
1992,0.011786937713623047,True
2136,0.016246795654296875,True
1980,0.015316009521484375,True
2124,0.013755321502685547,True
2214,0.02207493782043457,True
2130,0.01987290382385254,True
2082,0.014113187789916992,True
2106,0.012461185455322266,True
2052,0.013206005096435547,True
2094,0.012070894241333008,True
2118,0.013007879257202148,True
2088,0.01267099380493164,True
2124,0.03058004379272461,True
2082,0.013353824615478516,True
2118,0.014956235885620117,True
2118,0.014717817306518555,True
2178,0.015303850173950195,True
2046,0.015474796295166016,True
2154,0.01397395133972168,True
2238,0.017518043518066406,True
2190,0.012070894241333008,True
2040,0.011696100234985352,True
2106,0.014854192733764648,True
2238,0.012190103530883789,True
1986,0.011577129364013672,True
2166,0.011942148208618164,True
2148,0.01304483413696289,True
2034,0.01256704330444336,True
2190,0.012708902359008789,True
2136,0.012521982192993164,True
2142,0.015615224838256836,True
2124,0.013087987899780273,True
2262,0.015787124633789062,True
2262,0.018074989318847656,True
2094,0.012912273406982422,True
2088,0.012660980224609375,True
2094,0.018748998641967773,True
2172,0.014523029327392578,True
2142,0.03322577476501465,True
2058,0.02413320541381836,True
2070,0.0160372257232666,True
2028,0.016016721725463867,True
2154,0.012683868408203125,True
2124,0.015864133834838867,True
2148,0.015767812728881836,True
2130,0.02989673614501953,True
2124,0.014677047729492188,True
2100,0.013222217559814453,True
2100,0.015229940414428711,True
2148,0.016749143600463867,True
2022,0.011823177337646484,True
2202,0.023186922073364258,True
2160,0.012806177139282227,True
2184,0.011929035186767578,True
2208,0.012460708618164062,True
2064,0.012148857116699219,True
2076,0.011761188507080078,True
2196,0.012286901473999023,True
2082,0.01275491714477539,True
2094,0.011715888977050781,True
2154,0.01261281967163086,True
2196,0.016755104064941406,True
2166,0.012853860855102539,True
2172,0.012818098068237305,True
2202,0.013036012649536133,True
1986,0.012414932250976562,True
2160,0.012042045593261719,True
2184,0.012235879898071289,True
2100,0.012691974639892578,True
2094,0.01351785659790039,True
2166,0.012017011642456055,True
2160,0.01209712028503418,True
2196,0.012807130813598633,True
2178,0.012648820877075195,True
2142,0.012865066528320312,True
2106,0.01534414291381836,True
2226,0.01211094856262207,True
2238,0.013612985610961914,True
2130,0.014207124710083008,True
2184,0.011920928955078125,True
2136,0.012618064880371094,True
2142,0.020717859268188477,True
2052,0.011732101440429688,True
2142,0.011879920959472656,True
2034,0.012794733047485352,True
2178,0.012033224105834961,True
2094,0.01280069351196289,True
2178,0.012043952941894531,True
2046,0.011646032333374023,True
2040,0.012484073638916016,True
2172,0.012780189514160156,True
2040,0.012511968612670898,True
2118,0.011877059936523438,True
2094,0.011907815933227539,True
2088,0.01272273063659668,True
2118,0.013409137725830078,True
2088,0.017075061798095703,True
2172,0.014143943786621094,True
2016,0.012925863265991211,True
2142,0.01270604133605957,True
2148,0.012022972106933594,True
2190,0.01235198974609375,True
2190,0.011981964111328125,True
2202,0.011979818344116211,True
2298,0.012252092361450195,True
2034,0.012814760208129883,True
2190,0.014646053314208984,True
2148,0.012722015380859375,True
2064,0.011801958084106445,True
2046,0.011689901351928711,True
2082,0.011775970458984375,True
2184,0.011938810348510742,True
2190,0.012592315673828125,True
2124,0.012852191925048828,True
2148,0.012053966522216797,True
2124,0.012028217315673828,True
2154,0.01233673095703125,True
2160,0.011968135833740234,True
1998,0.011590957641601562,True
2160,0.01180124282836914,True
2172,0.01191401481628418,True
2178,0.01182103157043457,True
2184,0.011984825134277344,True
2142,0.011919260025024414,True
2130,0.012363672256469727,True
2208,0.011881828308105469,True
2130,0.014751911163330078,True
2172,0.014024019241333008,True
2148,0.01324009895324707,True
2106,0.013545989990234375,True
2028,0.012526750564575195,True
2100,0.011720895767211914,True
2136,0.011994123458862305,True
2082,0.012026309967041016,True
2172,0.012015104293823242,True
2178,0.012009859085083008,True
2202,0.012821197509765625,True
2148,0.012106180191040039,True
2142,0.012832164764404297,True
2106,0.01186990737915039,True
2244,0.014004945755004883,True
2088,0.011924982070922852,True
2076,0.01246786117553711,True
2106,0.01170206069946289,True
2172,0.011987924575805664,True
2166,0.01207590103149414,True
2172,0.011929750442504883,True
2190,0.012918710708618164,True
2034,0.012429952621459961,True
2082,0.014570951461791992,True
2064,0.014380931854248047,True
2106,0.011831045150756836,True
2100,0.012885093688964844,True
2148,0.01352071762084961,True
2010,0.012536048889160156,True
2196,0.01270604133605957,True
2118,0.012629032135009766,True
2238,0.012017011642456055,True
2070,0.011792182922363281,True
2154,0.011958122253417969,True
2286,0.012147903442382812,True
2076,0.01209402084350586,True
2022,0.01258707046508789,True
2238,0.012438058853149414,True
2112,0.012246847152709961,True
2124,0.011974096298217773,True
2196,0.013072967529296875,True
2154,0.012464761734008789,True
2058,0.012602090835571289,True
2094,0.01182699203491211,True
2142,0.011775970458984375,True
2148,0.013392925262451172,True
2250,0.012690067291259766,True
2154,0.013061046600341797,True
2100,0.012382030487060547,True
2214,0.012910127639770508,True
2250,0.012094974517822266,True
2046,0.013263940811157227,True
2106,0.01435399055480957,True
2136,0.013467788696289062,True
2118,0.011956214904785156,True
2154,0.015479087829589844,True
2034,0.011745214462280273,True
2082,0.011822938919067383,True
2154,0.011927127838134766,True
2166,0.013304948806762695,True
2160,0.011882781982421875,True
2022,0.019432783126831055,True
2130,0.01876688003540039,True
2232,0.012268781661987305,True
2196,0.012976884841918945,True
2148,0.012123346328735352,True
2070,0.014556169509887695,True
2202,0.013753890991210938,True
2118,0.012847900390625,True
2292,0.012377738952636719,True
2196,0.013276815414428711,True
2226,0.012188911437988281,True
2190,0.01289677619934082,True
2118,0.01593494415283203,True
2160,0.012464046478271484,True
2142,0.013661861419677734,True
2202,0.011877059936523438,True
2112,0.012540817260742188,True
2358,0.012256145477294922,True
2106,0.014165639877319336,True
2124,0.012649059295654297,True
2154,0.01208806037902832,True
2142,0.012120246887207031,True
2094,0.012052059173583984,True
2136,0.01203608512878418,True
2154,0.011800765991210938,True
2130,0.012352943420410156,True
2166,0.012975215911865234,True
2130,0.01190805435180664,True
1986,0.011574983596801758,True
2160,0.013350963592529297,True
2064,0.01173090934753418,True
2160,0.014136075973510742,True
2070,0.011851072311401367,True
2202,0.012029886245727539,True
2112,0.01399993896484375,True
2226,0.011915922164916992,True
2112,0.011886835098266602,True
2082,0.014045953750610352,True
2208,0.012121200561523438,True
2184,0.011892080307006836,True
2106,0.01479482650756836,True
2154,0.011959075927734375,True
2184,0.012069940567016602,True
2106,0.012704133987426758,True
2190,0.012875795364379883,True
2124,0.012598037719726562,True
2172,0.01205301284790039,True
2298,0.012117147445678711,True
2148,0.014180183410644531,True
2040,0.011799097061157227,True
2184,0.0120849609375,True
2160,0.012837886810302734,True
2112,0.011868953704833984,True
2004,0.011633157730102539,True
2130,0.012531280517578125,True
